description	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
rune downgrade	1			100					2	r46	tsc						r45																													tsc																																																										0
rune downgrade	1			100					2	r50	tsc						r46																													tsc																																																										0
rune downgrade	1			100					2	r52	tsc						r51																													tsc																																																										0
rune downgrade	1			100					2	r53	tsc						r52																													tsc																																																										0
rune downgrade	1			100					2	r54	tsc						r53																													tsc																																																										0
rune downgrade	1			100					2	r55	tsc						r54																													tsc																																																										0
rune downgrade	1			100					2	r56	tsc						r55																													tsc																																																										0
rune downgrade	1			100					2	r57	tsc						r56																													tsc																																																										0
rune downgrade	1			100					2	r58	tsc						r57																													tsc																																																										0
rune downgrade	1			100					2	r59	tsc						r58																													tsc																																																										0
rune downgrade	1			100					2	r60	tsc						r59																													tsc																																																										0
rune downgrade	1			100					2	r61	tsc						r60																													tsc																																																										0
rune downgrade	1			100					2	r62	tsc						r61																													tsc																																																										0
rune downgrade	1			100					2	r63	tsc						r62																													tsc																																																										0
rune downgrade	1			100					2	r64	tsc						r63																													tsc																																																										0
rune downgrade	1			100					2	r65	tsc						r64																													tsc																																																										0
rune downgrade	1			100					2	r66	tsc						r65																													tsc																																																										0
rune downgrade	1			100					2	r67	tsc						r66																													tsc																																																										0
rune downgrade	1			100					2	r68	tsc						r67																													tsc																																																										0
rune downgrade	1			100					2	r69	tsc						r68																													tsc																																																										0
rune downgrade	1			100					2	r70	tsc						r69																													tsc																																																										0
rune downgrade	1			100					2	r71	tsc						r70																													tsc																																																										0
rune downgrade	1			100					2	r72	tsc						r71																													tsc																																																										0
rune downgrade	1			100					2	r73	tsc						r72																													tsc																																																										0
rune downgrade	1			100					2	r74	tsc						r73																													tsc																																																										0
rune downgrade	1			100					2	r75	tsc						r74																													tsc																																																										0
rune downgrade	1			100					2	r76	tsc						r75																													tsc																																																										0
rune downgrade	1			100					2	r77	tsc						r76																													tsc																																																										0
rune downgrade	1			100					2	r78	tsc						r77																													tsc																																																										0
rune downgrade	1			100					2	r79	tsc						r78																													tsc																																																										0
rune downgrade	1			100					2	r80	tsc						r79																													tsc																																																										0
rune downgrade	1			100					2	r81	tsc						r80																													tsc																																																										0
rune downgrade	1			100					2	r82	tsc						r81																													tsc																																																										0
rune downgrade	1			100					2	r83	tsc						r82																													tsc																																																										0
decal downgrade	1			100					2	02l	tsc						01l																													tsc																																																										0
decal downgrade	1			100					2	03l	tsc						02l																													tsc																																																										0
decal downgrade	1			100					2	04l	tsc						03l																													tsc																																																										0
